city,state,state code,country code,country
Groesbeck,Texas,TX,US,United States
Stigler,Oklahoma,OK,US,United States
Trinity,Alabama,AL,US,United States
Gibsonton,Florida,FL,US,United States
Bryan,Ohio,OH,US,United States
Newport,Pennsylvania,PA,US,United States
Andover,New Jersey,NJ,US,United States
Cascade Township,Iowa,IA,US,United States
Duncanville,Texas,TX,US,United States
Bethany,Missouri,MO,US,United States
Frenchtown,New Jersey,NJ,US,United States
Empire,Michigan,MI,US,United States
Town of Tuxedo,New York,NY,US,United States
York County,Pennsylvania,PA,US,United States
Olga,Washington,WA,US,United States
Crockettsville,Kentucky,KY,US,United States
Fayetteville,Tennessee,TN,US,United States
Town of Wausaukee,Wisconsin,WI,US,United States
Unionville,Missouri,MO,US,United States
Dublin,Virginia,VA,US,United States
Paris,Missouri,MO,US,United States
Duncan Pond,South Carolina,SC,US,United States
Oregon,Ohio,OH,US,United States
New Wilmington,Pennsylvania,PA,US,United States
West Homestead,Pennsylvania,PA,US,United States
Grass Valley,California,CA,US,United States
Riverside,Missouri,MO,US,United States
Riverside County,California,CA,US,United States
Spring Hill,Tennessee,TN,US,United States
Mount Cydonia,Pennsylvania,PA,US,United States
Greenville,Kentucky,KY,US,United States
Houston Airpark,Texas,TX,US,United States
Beaver Dam,Kentucky,KY,US,United States
Trevor,Wisconsin,WI,US,United States
Beach Park,Illinois,IL,US,United States
Jekyll Island,Georgia,GA,US,United States
Morgan Hill,California,CA,US,United States
Coventry,North Carolina,NC,US,United States
Crowley,Louisiana,LA,US,United States
Walnut Grove,California,CA,US,United States
Alpena,Michigan,MI,US,United States
Saint Jo,Texas,TX,US,United States
Shingle Springs,California,CA,US,United States
Morrisville,New York,NY,US,United States
Menomonie Post Office,Wisconsin,WI,US,United States
Fern Park,Florida,FL,US,United States
Colchester,Illinois,IL,US,United States
Rochester,Indiana,IN,US,United States
Buchanan,Michigan,MI,US,United States
Westgate River Ranch,Florida,FL,US,United States
Hastings,Michigan,MI,US,United States
Bartlett,Illinois,IL,US,United States
Streator,Illinois,IL,US,United States
Palmyra,Maine,ME,US,United States
Malabar,Florida,FL,US,United States
Springfield,New Jersey,NJ,US,United States
Lebanon Township,Pennsylvania,PA,US,United States
Spencer,Indiana,IN,US,United States
Dennis Port,Massachusetts,MA,US,United States
Westminster,South Carolina,SC,US,United States
Glouster,Ohio,OH,US,United States
Brimfield,Massachusetts,MA,US,United States
Unadilla,Georgia,GA,US,United States
Dickinson,North Dakota,ND,US,United States
Saco,Maine,ME,US,United States
Lagrange,Indiana,IN,US,United States
Eckerman,Michigan,MI,US,United States
Fort Carson,Colorado,CO,US,United States
Mystic,Connecticut,CT,US,United States
Port Arthur,Texas,TX,US,United States
Briarcliff,Arkansas,AR,US,United States
Saint Cloud,Florida,FL,US,United States
Montclair,California,CA,US,United States
Plymouth Meeting,Pennsylvania,PA,US,United States
Holly,Michigan,MI,US,United States
Saint Leo,Minnesota,MN,US,United States
Plymouth,Pennsylvania,PA,US,United States
Schiller Park,Illinois,IL,US,United States
Fairfield,Iowa,IA,US,United States
Centerville,Massachusetts,MA,US,United States
Brigantine,New Jersey,NJ,US,United States
Shiner,Texas,TX,US,United States
Spring Valley,Illinois,IL,US,United States
Milton,Florida,FL,US,United States
Newcastle,Oklahoma,OK,US,United States
Pittsburg,Illinois,IL,US,United States
Cottage Hills,Illinois,IL,US,United States
Louisville,Kentucky,KY,US,United States
Miami,Florida,FL,US,United States
College Station,Texas,TX,US,United States
Santa Cruz,California,CA,US,United States
Zanesville,Ohio,OH,US,United States
Charlotte,North Carolina,NC,US,United States
Providence,Rhode Island,RI,US,United States
Las Vegas,Nevada,NV,US,United States
Elizabeth,Indiana,IN,US,United States
Rochester Hills,Michigan,MI,US,United States
Missoula,Montana,MT,US,United States
Geneva,New York,NY,US,United States
Corpus Christi,Texas,TX,US,United States
Cambridge,Massachusetts,MA,US,United States
Jackson,Mississippi,MS,US,United States
Culver City,California,CA,US,United States
Canton,New York,NY,US,United States
Chicopee,Massachusetts,MA,US,United States
North Little Rock,Arkansas,AR,US,United States
Fort Lauderdale,Florida,FL,US,United States
Amityville,New York,NY,US,United States
North Tonawanda,New York,NY,US,United States
Lancaster,Pennsylvania,PA,US,United States
Turlock,California,CA,US,United States
Muncie,Indiana,IN,US,United States
Goshen,Indiana,IN,US,United States
New Brighton,Pennsylvania,PA,US,United States
California,Pennsylvania,PA,US,United States
Yorba Linda,California,CA,US,United States
Yorketown,New Jersey,NJ,US,United States
Exeter,California,CA,US,United States
Homewood,Illinois,IL,US,United States
Maxwell,Texas,TX,US,United States
Lincoln City,Oregon,OR,US,United States
Chicago Heights,Illinois,IL,US,United States
Readington,New Jersey,NJ,US,United States
Clarksburg,West Virginia,WV,US,United States
Norcross,Georgia,GA,US,United States
Romeo,Michigan,MI,US,United States
Warren,Vermont,VT,US,United States
Marlton,New Jersey,NJ,US,United States
Nesconset,New York,NY,US,United States
Centereach,New York,NY,US,United States
Merrionette Park,Illinois,IL,US,United States
Moorefield,West Virginia,WV,US,United States
Albion,New York,NY,US,United States
Los Feliz,California,CA,US,United States
El Segundo,California,CA,US,United States
Marksville,Louisiana,LA,US,United States
Choctaw,Mississippi,MS,US,United States
Newcastle Township,Indiana,IN,US,United States
Helotes,Texas,TX,US,United States
Kinder,Louisiana,LA,US,United States
Chatham,New Jersey,NJ,US,United States
Gardendale,Alabama,AL,US,United States
Villanova,Pennsylvania,PA,US,United States
Pikeville,Kentucky,KY,US,United States
Redway,California,CA,US,United States
Hurtsville,Virginia,VA,US,United States
Newport,New Jersey,NJ,US,United States
West Philadelphia,North Carolina,NC,US,United States
Waterworld USA,California,CA,US,United States
Girlstown USA,Texas,TX,US,United States
San Benito,Texas,TX,US,United States
Silk Hope,North Carolina,NC,US,United States
La Porte,Indiana,IN,US,United States
Portage,Indiana,IN,US,United States
Elkhorn,Wisconsin,WI,US,United States
New Philadelphia,Ohio,OH,US,United States
New Kensington,Pennsylvania,PA,US,United States
Milford,New Hampshire,NH,US,United States
Ruthsburg,Maryland,MD,US,United States
Seymour,Connecticut,CT,US,United States
Cherokee,Texas,TX,US,United States
Glendale Heights,Illinois,IL,US,United States
Freeport,Illinois,IL,US,United States
Woodstock,Vermont,VT,US,United States
Hillsdale,New York,NY,US,United States
Elk Grove Township,Illinois,IL,US,United States
Possum Kingdom Lake,Texas,TX,US,United States
Morton,Minnesota,MN,US,United States
Farmers Branch,Texas,TX,US,United States
Braddock,Pennsylvania,PA,US,United States
Hometown,Pennsylvania,PA,US,United States
Abe Springs,Florida,FL,US,United States
Arcadia,California,CA,US,United States
Roscoe,Pennsylvania,PA,US,United States
Pleasanton,California,CA,US,United States
Caruthersville,Missouri,MO,US,United States
Boring,Oregon,OR,US,United States
Kokomo,Indiana,IN,US,United States
Kirkersville,Ohio,OH,US,United States
Palos Heights,Illinois,IL,US,United States
Sherman,Texas,TX,US,United States
Woodbridge,Connecticut,CT,US,United States
Seaford,Delaware,DE,US,United States
Baldwin,New York,NY,US,United States
Glen Ellyn,Illinois,IL,US,United States
North Palm Springs,California,CA,US,United States
Hebron,Connecticut,CT,US,United States
Ashwaubenon,Wisconsin,WI,US,United States
Lewiston,Idaho,ID,US,United States
Brooks,California,CA,US,United States
Exeter,New Hampshire,NH,US,United States
White Bear Lake,Minnesota,MN,US,United States
Woodhaven,Michigan,MI,US,United States
Pattersonville,New York,NY,US,United States
Dillon,Colorado,CO,US,United States
Tigard,Oregon,OR,US,United States
Cypress,California,CA,US,United States
Deadwood,South Dakota,SD,US,United States
Wheaton,Maryland,MD,US,United States
Fredonia,New York,NY,US,United States
Plymouth,Michigan,MI,US,United States
Nevada City,California,CA,US,United States
Erlanger,Kentucky,KY,US,United States
Barboursville,West Virginia,WV,US,United States
Homewood,Alabama,AL,US,United States
Shelburne Falls,Massachusetts,MA,US,United States
Greenvale,New York,NY,US,United States
Key Largo,Florida,FL,US,United States
Tyler,Kansas,KS,US,United States
Atco,New Jersey,NJ,US,United States
Byram,New Jersey,NJ,US,United States
North Canton,Ohio,OH,US,United States
Chico,California,CA,US,United States
Alpine,California,CA,US,United States
Broomfield,Colorado,CO,US,United States
Flagstaff,Arizona,AZ,US,United States
Homestead,Florida,FL,US,United States
Comstock Park,Michigan,MI,US,United States
Middletown,New York,NY,US,United States
Slidell,Louisiana,LA,US,United States
Stanhope,New Jersey,NJ,US,United States
Elizabethtown,Kentucky,KY,US,United States
Danville,Illinois,IL,US,United States
Denton,Texas,TX,US,United States
Killington,Vermont,VT,US,United States
Davidson,Tennessee,TN,US,United States
West Lafayette,Indiana,IN,US,United States
Deer Park,New York,NY,US,United States
Fullerton,California,CA,US,United States
Huntington Beach,California,CA,US,United States
Roswell,Georgia,GA,US,United States
Bellevue,Washington,WA,US,United States
Pine Bluff,Arkansas,AR,US,United States
Bald Knob,Arkansas,AR,US,United States
Yonkers,New York,NY,US,United States
Dover,New Jersey,NJ,US,United States
Valley Stream,New York,NY,US,United States
Burlington,Iowa,IA,US,United States
Decatur,Illinois,IL,US,United States
Glens Falls,New York,NY,US,United States
Bristol,Connecticut,CT,US,United States
Hoffman Estates,Illinois,IL,US,United States
Bismarck,North Dakota,ND,US,United States
Abilene,Texas,TX,US,United States
Lafayette,Louisiana,LA,US,United States
Ferris,Texas,TX,US,United States
Aberdeen,Washington,WA,US,United States
Essex Junction,Vermont,VT,US,United States
Charlevoix,Michigan,MI,US,United States
East Stroudsburg,Pennsylvania,PA,US,United States
Lincoln,Massachusetts,MA,US,United States
Fairfax,Virginia,VA,US,United States
Oneonta,New York,NY,US,United States
Auburn,Alabama,AL,US,United States
Oxford,Mississippi,MS,US,United States
Rochester,Michigan,MI,US,United States
Tooele,Utah,UT,US,United States
University Park,Pennsylvania,PA,US,United States
Queens,New York,NY,US,United States
Concord,California,CA,US,United States
Montclair,New Jersey,NJ,US,United States
Huntsville,Alabama,AL,US,United States
Waunakee,Wisconsin,WI,US,United States
Atlantic Beach,North Carolina,NC,US,United States
Gallipolis,Ohio,OH,US,United States
Ocean Grove,New Jersey,NJ,US,United States
Crystal River,Florida,FL,US,United States
Margate,Florida,FL,US,United States
Crystal,Minnesota,MN,US,United States
La Honda,California,CA,US,United States
Helena,Montana,MT,US,United States
Oakwood,California,CA,US,United States
Marin County,California,CA,US,United States
Stafford,Connecticut,CT,US,United States
Weymouth,Massachusetts,MA,US,United States
Parkville,Maryland,MD,US,United States
Fort Gordon,Georgia,GA,US,United States
Marfa,Texas,TX,US,United States
Trocadero Bay,Alaska,AK,US,United States
Honesdale,Pennsylvania,PA,US,United States
Saint Louis,California,CA,US,United States
Green,Ohio,OH,US,United States
Rising Sun,Maryland,MD,US,United States
New Town,North Dakota,ND,US,United States
Charleston,Maine,ME,US,United States
Humboldt,Tennessee,TN,US,United States
Wenatchee,Washington,WA,US,United States
Bradford,Vermont,VT,US,United States
Arlington,Vermont,VT,US,United States
Winters,California,CA,US,United States
Taylorville,Illinois,IL,US,United States
Dundalk,Maryland,MD,US,United States
Maplewood,Missouri,MO,US,United States
Bound Brook,New Jersey,NJ,US,United States
Camarillo,California,CA,US,United States
Cheviot,Ohio,OH,US,United States
Washington Crossing,New Jersey,NJ,US,United States
Fostoria,Ohio,OH,US,United States
Encino,California,CA,US,United States
Amityville,Pennsylvania,PA,US,United States
Richland,Washington,WA,US,United States
Lutherville,Maryland,MD,US,United States
Princeton,California,CA,US,United States
San Marcos,Texas,TX,US,United States
French Lick,Indiana,IN,US,United States
Dalton,Georgia,GA,US,United States
Englewood,Florida,FL,US,United States
Mill Creek,Washington,WA,US,United States
Coahoma,Mississippi,MS,US,United States
Independence,Kentucky,KY,US,United States
Portsmouth,Rhode Island,RI,US,United States
Hayward,Wisconsin,WI,US,United States
Vernon Valley,New Jersey,NJ,US,United States
Stowe,Vermont,VT,US,United States
Tunica,Mississippi,MS,US,United States
Folsom,California,CA,US,United States
Ontario,California,CA,US,United States
Ogden,Utah,UT,US,United States
Greenwood Village,Colorado,CO,US,United States
Clarkston,Washington,WA,US,United States
Schenectady,New York,NY,US,United States
Agoura Hills,California,CA,US,United States
Clinton,Michigan,MI,US,United States
Nags Head,North Carolina,NC,US,United States
Hampden Sydney,Virginia,VA,US,United States
Kenosha,Wisconsin,WI,US,United States
Greencastle,Indiana,IN,US,United States
Richmond,Kentucky,KY,US,United States
Lewisburg,Pennsylvania,PA,US,United States
Mokena,Illinois,IL,US,United States
Santa Clara,California,CA,US,United States
Mineola,New York,NY,US,United States
Northridge,California,CA,US,United States
Provo,Utah,UT,US,United States
Freehold,New Jersey,NJ,US,United States
Plantation,Florida,FL,US,United States
Manor,Texas,TX,US,United States
Amenia,New York,NY,US,United States
Rome,New York,NY,US,United States
Mansfield,Pennsylvania,PA,US,United States
Elmont,New York,NY,US,United States
Conway,Arkansas,AR,US,United States
Piermont,New York,NY,US,United States
Clinton,New York,NY,US,United States
Valparaiso,Indiana,IN,US,United States
Westerville,Ohio,OH,US,United States
San Quentin,California,CA,US,United States
Liberty,Missouri,MO,US,United States
South Orange,New Jersey,NJ,US,United States
Sparta,Kentucky,KY,US,United States
Rockingham,North Carolina,NC,US,United States
Wayne,New Jersey,NJ,US,United States
Brookville,New York,NY,US,United States
Clarion,Pennsylvania,PA,US,United States
De Pere,Wisconsin,WI,US,United States
Brockport,New York,NY,US,United States
Hampton,Georgia,GA,US,United States
Jennerstown,Pennsylvania,PA,US,United States
Stevenson,Washington,WA,US,United States
West Point,New York,NY,US,United States
Valencia,California,CA,US,United States
Radford,Virginia,VA,US,United States
Tahoe City,California,CA,US,United States
Nipomo,California,CA,US,United States
Thornton,Colorado,CO,US,United States
Northport,New York,NY,US,United States
Fife,Washington,WA,US,United States
San Felipe Pueblo,New Mexico,NM,US,United States
Quogue,New York,NY,US,United States
Burlington,Kentucky,KY,US,United States
Athens,West Virginia,WV,US,United States
Aberdeen,North Carolina,NC,US,United States
Murphysboro,Illinois,IL,US,United States
Seymour,Wisconsin,WI,US,United States
Leeds,Alabama,AL,US,United States
Chanute,Kansas,KS,US,United States
Pelham,Alabama,AL,US,United States
Cullman,Alabama,AL,US,United States
Huntington Station,New York,NY,US,United States
Madison,Georgia,GA,US,United States
Marshall,Texas,TX,US,United States
Santa Fe,Texas,TX,US,United States
Getzville,New York,NY,US,United States
Carrollton,Georgia,GA,US,United States
Pacific Junction,Iowa,IA,US,United States
Benzonia,Michigan,MI,US,United States
Jacksonville,Alabama,AL,US,United States
Boone,Iowa,IA,US,United States
Cary,Illinois,IL,US,United States
West Orange,New Jersey,NJ,US,United States
Crewe,Virginia,VA,US,United States
Lufkin,Texas,TX,US,United States
Epping,New Hampshire,NH,US,United States
Waimānalo,Hawaii,HI,US,United States
Kane,Pennsylvania,PA,US,United States
Saegertown,Pennsylvania,PA,US,United States
Wadsworth,Ohio,OH,US,United States
Goddard,Kansas,KS,US,United States
Danville,Virginia,VA,US,United States
Kirksville,Missouri,MO,US,United States
Oxford,Pennsylvania,PA,US,United States
Ship Bottom,New Jersey,NJ,US,United States
Winter Haven,Florida,FL,US,United States
Hiawassee,Georgia,GA,US,United States
Woodstock,Illinois,IL,US,United States
Brewton,Alabama,AL,US,United States
Fallon,Nevada,NV,US,United States
Gadsden,Alabama,AL,US,United States
Coram,New York,NY,US,United States
Shelton,Connecticut,CT,US,United States
Attleboro,Massachusetts,MA,US,United States
Alexandria,Louisiana,LA,US,United States
Pumpkin Center,California,CA,US,United States
Mount Pleasant,Pennsylvania,PA,US,United States
Baltimore,Ohio,OH,US,United States
Fallbrook,California,CA,US,United States
Lake Mohegan,New York,NY,US,United States
Willow Springs,North Carolina,NC,US,United States
Moscow,Alabama,AL,US,United States
Elmira,California,CA,US,United States
Viera,Florida,FL,US,United States
Snoqualmie Pass,Washington,WA,US,United States
New Lebanon,New York,NY,US,United States
Petersburg,New York,NY,US,United States
Old Forge,Pennsylvania,PA,US,United States
Lockport,Louisiana,LA,US,United States
North Liberty,Indiana,IN,US,United States
Maynard,Massachusetts,MA,US,United States
Delaware,New Jersey,NJ,US,United States
Lincolndale,New York,NY,US,United States
South Deerfield,Massachusetts,MA,US,United States
Commerce,Michigan,MI,US,United States
Millers Falls,Massachusetts,MA,US,United States
Chincoteague,Virginia,VA,US,United States
Grafton,West Virginia,WV,US,United States
White Plains,Maryland,MD,US,United States
Harrison,Ohio,OH,US,United States
Hanalei,Hawaii,HI,US,United States
Fort Irwin,California,CA,US,United States
San Juan Bautista,California,CA,US,United States
Marathon,Florida,FL,US,United States
Broomes Island,Maryland,MD,US,United States
Woodsboro,Maryland,MD,US,United States
Berwyn,Pennsylvania,PA,US,United States
Havana Lomas Number 2 Colonia,Texas,TX,US,United States
Brown Deer,Wisconsin,WI,US,United States
Montvale,New Jersey,NJ,US,United States
Braddock Heights,Maryland,MD,US,United States
Victoria,Texas,TX,US,United States
Wrightsville Beach,North Carolina,NC,US,United States
Sugarloaf Key,Florida,FL,US,United States
Treasure Island,Florida,FL,US,United States
Lake Hopatcong,New Jersey,NJ,US,United States
Warrenville,New Jersey,NJ,US,United States
Forsyth County,Georgia,GA,US,United States
Mount Shasta,California,CA,US,United States
Ishpeming,Michigan,MI,US,United States
Nashville,Ohio,OH,US,United States
Hudson Falls,New York,NY,US,United States
Ansonia,Connecticut,CT,US,United States
Perth Amboy,New Jersey,NJ,US,United States
Vass,North Carolina,NC,US,United States
Greenville,Ohio,OH,US,United States
Darien,Illinois,IL,US,United States
Randolph,Ohio,OH,US,United States
Norwood,Massachusetts,MA,US,United States
Ellensburg,Washington,WA,US,United States
Lackawanna,New York,NY,US,United States
Tarzana,California,CA,US,United States
Oneida,New York,NY,US,United States
Jamesville,New York,NY,US,United States
Hermosa Beach,California,CA,US,United States
Pemberton,New Jersey,NJ,US,United States
Chesaning,Michigan,MI,US,United States
Elgin,Illinois,IL,US,United States
Mahnomen,Minnesota,MN,US,United States
Rolla,Missouri,MO,US,United States
Braintree,Massachusetts,MA,US,United States
Killeen,Texas,TX,US,United States
Long Island,New York,NY,US,United States
Old Orchard Beach,Maine,ME,US,United States
Maricopa,Arizona,AZ,US,United States
Sellersville,Pennsylvania,PA,US,United States
Swansea,Massachusetts,MA,US,United States
Beverly,Massachusetts,MA,US,United States
Lake Geneva,Michigan,MI,US,United States
West Hampton Dunes,New York,NY,US,United States
Gorham,Maine,ME,US,United States
Santa Clarita,California,CA,US,United States
Rock Island,Illinois,IL,US,United States
Pembroke Pines,Florida,FL,US,United States
Edgerton,Wisconsin,WI,US,United States
King City,California,CA,US,United States
Bradley,California,CA,US,United States
Camden,Virginia,VA,US,United States
Uniontown,Pennsylvania,PA,US,United States
Pomona,New Jersey,NJ,US,United States
Irwindale,California,CA,US,United States
Van Nuys,California,CA,US,United States
Itasca,Illinois,IL,US,United States
Metairie,Louisiana,LA,US,United States
San Gabriel,California,CA,US,United States
Earlham,Iowa,IA,US,United States
Roanoke Rapids,North Carolina,NC,US,United States
Huddleston,Virginia,VA,US,United States
Douglasville,Georgia,GA,US,United States
Marion,Illinois,IL,US,United States
Macomb,Michigan,MI,US,United States
Chelmsford,Massachusetts,MA,US,United States
Plattsburgh,New York,NY,US,United States
Conyers,Georgia,GA,US,United States
Allentown,Pennsylvania,PA,US,United States
Rome,Alabama,AL,US,United States
Hamilton Township,New Jersey,NJ,US,United States
Urbana,Ohio,OH,US,United States
Greenville,Illinois,IL,US,United States
Fishersville,Virginia,VA,US,United States
Bayfield,Wisconsin,WI,US,United States
Beech Mountain,North Carolina,NC,US,United States
Gays Mills,Wisconsin,WI,US,United States
Chantilly,Virginia,VA,US,United States
West Jordan,Utah,UT,US,United States
Bevier,Missouri,MO,US,United States
Ironwood,Michigan,MI,US,United States
Apple Valley,California,CA,US,United States
Berlin,Connecticut,CT,US,United States
Clayton,New York,NY,US,United States
Ukiah,California,CA,US,United States
Roundup,Montana,MT,US,United States
Yukon,Oklahoma,OK,US,United States
Aransas Pass,Texas,TX,US,United States
Brownsville,Oregon,OR,US,United States
Lodi,California,CA,US,United States
Williams Bay,Wisconsin,WI,US,United States
Wellston,Michigan,MI,US,United States
Yountville,California,CA,US,United States
Tamiment,Pennsylvania,PA,US,United States
Walbridge,Ohio,OH,US,United States
Pacific Grove,California,CA,US,United States
Virginia,Minnesota,MN,US,United States
Paradise,California,CA,US,United States
Discovery Bay,California,CA,US,United States
Benton,Illinois,IL,US,United States
Fort Washington,Pennsylvania,PA,US,United States
Palm Beach,Florida,FL,US,United States
Clayton,North Carolina,NC,US,United States
Lewistown,New Jersey,NJ,US,United States
Arlington,Washington,WA,US,United States
Casselberry,Florida,FL,US,United States
West Mansfield,Ohio,OH,US,United States
Ambridge,Pennsylvania,PA,US,United States
Liverpool,New York,NY,US,United States
Blue Lake,California,CA,US,United States
Fort Thompson,South Dakota,SD,US,United States
Surf City,New Jersey,NJ,US,United States
Oakdale,California,CA,US,United States
Snyder,Texas,TX,US,United States
Norden,California,CA,US,United States
Downingtown,Pennsylvania,PA,US,United States
Jamestown,California,CA,US,United States
Kahuku,Hawaii,HI,US,United States
Waldorf,Maryland,MD,US,United States
Green Mountain,North Carolina,NC,US,United States
Climax,North Carolina,NC,US,United States
Bakersville,North Carolina,NC,US,United States
Brooklyn,Connecticut,CT,US,United States
Lakeview,Oregon,OR,US,United States
Columbia,Illinois,IL,US,United States
Hodgenville,Kentucky,KY,US,United States
Pleasant Garden,North Carolina,NC,US,United States
Denver,North Carolina,NC,US,United States
Dillon,Montana,MT,US,United States
Richwood,Ohio,OH,US,United States
Richfield,North Carolina,NC,US,United States
Spring Hill,Tennessee,TN,US,United States
Hillsborough Park,California,CA,US,United States
Poynette,Wisconsin,WI,US,United States
Mount Cydonia,Pennsylvania,PA,US,United States
Ripley,West Virginia,WV,US,United States
Marlinton,West Virginia,WV,US,United States
Houston Airpark,Texas,TX,US,United States
Snohomish,Washington,WA,US,United States
Beaver Dam,Kentucky,KY,US,United States
Eldon,Missouri,MO,US,United States
Cameron Park,California,CA,US,United States
Pleasantville,New York,NY,US,United States
Morgan Hill,California,CA,US,United States
Coventry,North Carolina,NC,US,United States
Town of Wareham,Massachusetts,MA,US,United States
Walnut Grove,California,CA,US,United States
New Albany,Ohio,OH,US,United States
Kimberly,Alabama,AL,US,United States
Shingle Springs,California,CA,US,United States
Placerville,California,CA,US,United States
Morrisville,New York,NY,US,United States
Menomonie Post Office,Wisconsin,WI,US,United States
Fern Park,Florida,FL,US,United States
Northport,Maine,ME,US,United States
Lancaster,Kentucky,KY,US,United States
Colchester,Illinois,IL,US,United States
Buchanan,Michigan,MI,US,United States
Westgate River Ranch,Florida,FL,US,United States
Nanticoke,Pennsylvania,PA,US,United States
Hastings,Michigan,MI,US,United States
Bartlett,Illinois,IL,US,United States
Streator,Illinois,IL,US,United States
Seaside Park,California,CA,US,United States
Malabar,Florida,FL,US,United States
Weymouth,New Jersey,NJ,US,United States
Lagunitas,California,CA,US,United States
Robesonia,Pennsylvania,PA,US,United States
Lebanon Township,Pennsylvania,PA,US,United States
San Jacinto,Indiana,IN,US,United States
Rocklin,California,CA,US,United States
Elk Grove,California,CA,US,United States
Vallejo,California,CA,US,United States
Shasta,California,CA,US,United States
Orange Park,Florida,FL,US,United States
Vero Beach,Florida,FL,US,United States
Newport News,Virginia,VA,US,United States
Enid,Oklahoma,OK,US,United States
Twin Bridges,California,CA,US,United States
Brooks,California,CA,US,United States
Exeter,New Hampshire,NH,US,United States
White Bear Lake,Minnesota,MN,US,United States
Dillon,Colorado,CO,US,United States
Cypress,California,CA,US,United States
Wheaton,Maryland,MD,US,United States
Fredonia,New York,NY,US,United States
Erlanger,Kentucky,KY,US,United States
Barboursville,West Virginia,WV,US,United States
McMinnville,Oregon,OR,US,United States
Tyler,Kansas,KS,US,United States
Atco,New Jersey,NJ,US,United States
Keosauqua,Iowa,IA,US,United States
Royalton,Minnesota,MN,US,United States
Byram,New Jersey,NJ,US,United States
Owings Mills,Maryland,MD,US,United States
Kearny,New Jersey,NJ,US,United States
Point Reyes Station,California,CA,US,United States
Siloam Springs,Arkansas,AR,US,United States
Prescott Valley,Arizona,AZ,US,United States
Airway Heights,Washington,WA,US,United States
Ottumwa,Iowa,IA,US,United States
Crested Butte,Colorado,CO,US,United States
Columbus,Indiana,IN,US,United States
Scottdale,Pennsylvania,PA,US,United States
Alexandria,Kentucky,KY,US,United States
Monroe,Washington,WA,US,United States
North Windham,Connecticut,CT,US,United States
Weston,Florida,FL,US,United States
De Land,Florida,FL,US,United States
Valdez,Alaska,AK,US,United States
Rio Nido,California,CA,US,United States
Stillwater,Minnesota,MN,US,United States
Mount Vernon,Iowa,IA,US,United States
Hidden Valley,California,CA,US,United States
East Saint Louis,Illinois,IL,US,United States
Comstock,Nebraska,NE,US,United States
High Point,North Carolina,NC,US,United States
Donnelly,Idaho,ID,US,United States
Marion,Ohio,OH,US,United States
Snoqualmie Pass,Washington,WA,US,United States
New Lebanon,New York,NY,US,United States
Petersburg,New York,NY,US,United States
Old Forge,Pennsylvania,PA,US,United States
Lockport,Louisiana,LA,US,United States
North Liberty,Indiana,IN,US,United States
Maynard,Massachusetts,MA,US,United States
Delaware,New Jersey,NJ,US,United States
Lincolndale,New York,NY,US,United States
South Deerfield,Massachusetts,MA,US,United States
Commerce,Michigan,MI,US,United States
Millers Falls,Massachusetts,MA,US,United States
Chincoteague,Virginia,VA,US,United States
Grafton,West Virginia,WV,US,United States
White Plains,Maryland,MD,US,United States
Harrison,Ohio,OH,US,United States
Hanalei,Hawaii,HI,US,United States
Fort Irwin,California,CA,US,United States
San Juan Bautista,California,CA,US,United States
Marathon,Florida,FL,US,United States
Broomes Island,Maryland,MD,US,United States
Woodsboro,Maryland,MD,US,United States
Berwyn,Pennsylvania,PA,US,United States
Havana Lomas Number 2 Colonia,Texas,TX,US,United States
Brown Deer,Wisconsin,WI,US,United States
Montvale,New Jersey,NJ,US,United States
Braddock Heights,Maryland,MD,US,United States
Victoria,Texas,TX,US,United States
Wrightsville Beach,North Carolina,NC,US,United States
Sugarloaf Key,Florida,FL,US,United States
Treasure Island,Florida,FL,US,United States
Lake Hopatcong,New Jersey,NJ,US,United States
Warrenville,New Jersey,NJ,US,United States
Forsyth County,Georgia,GA,US,United States
Mount Shasta,California,CA,US,United States
Ishpeming,Michigan,MI,US,United States
Nashville,Ohio,OH,US,United States
Hudson Falls,New York,NY,US,United States
Ansonia,Connecticut,CT,US,United States
Perth Amboy,New Jersey,NJ,US,United States
Vass,North Carolina,NC,US,United States
Swampscott,Massachusetts,MA,US,United States
Orangeburg,New York,NY,US,United States
Guilford,Connecticut,CT,US,United States
Kenmore,Washington,WA,US,United States
Moreno Valley,California,CA,US,United States
Lewiston,California,CA,US,United States
Americus,Georgia,GA,US,United States
Louisville,Mississippi,MS,US,United States
Colfax,California,CA,US,United States
Wolcott,Colorado,CO,US,United States
Ponte Vedra Beach,Florida,FL,US,United States
Bridgewater Township,New Jersey,NJ,US,United States
Marine City,Michigan,MI,US,United States
Elkhart Lake,Wisconsin,WI,US,United States
Canton,Georgia,GA,US,United States
Hawthorne,Florida,FL,US,United States
Huntsville Memorial Hospital,Texas,TX,US,United States
Hopkinsville,Kentucky,KY,US,United States
Sulphur Springs,Texas,TX,US,United States
Princeton,Illinois,IL,US,United States
Point Roberts,Washington,WA,US,United States
Waterloo,Wisconsin,WI,US,United States
Hockessin,Delaware,DE,US,United States
Upland,Indiana,IN,US,United States
Garden City Township,Kansas,KS,US,United States
Silverton,Oregon,OR,US,United States
Twentynine Palms,California,CA,US,United States
Surfside Beach,South Carolina,SC,US,United States
Sterling,New York,NY,US,United States
Garden City,South Carolina,SC,US,United States
Girard,Ohio,OH,US,United States
Mexia,Texas,TX,US,United States
