city,state,state code,country code,country
Ciechanów,Masovian Voivodeship,78,PL,Poland
Kraków,Lesser Poland Voivodeship,77,PL,Poland
Brzeg,Lubusz Voivodship,76,PL,Poland
Żukowo,Greater Poland Voivodeship,86,PL,Poland
Września,Greater Poland Voivodeship,86,PL,Poland
Mysłowice,Silesian Voivodeship,83,PL,Poland
Jaworki,Lesser Poland Voivodeship,77,PL,Poland
Piaseczno,Subcarpathian Voivodeship,80,PL,Poland
Szczawnica,Lesser Poland Voivodeship,77,PL,Poland
Jelenia Góra,Świętokrzyskie Voivodship,84,PL,Poland
Warka,Masovian Voivodeship,78,PL,Poland
Nysa,Opole Voivodeship,79,PL,Poland
Jelenia Góra,Podlasie Voivodship,81,PL,Poland
Gniezno,Greater Poland Voivodeship,86,PL,Poland
Rybnik,Silesian Voivodeship,83,PL,Poland
Skarżysko-Kamienna,Świętokrzyskie Voivodship,84,PL,Poland
Mikołów,Silesian Voivodeship,83,PL,Poland
Piekary Śląskie,Silesian Voivodeship,83,PL,Poland
Słupsk,Pomeranian Voivodeship,82,PL,Poland
Legionowo,Masovian Voivodeship,78,PL,Poland
Wołomin,Masovian Voivodeship,78,PL,Poland
Świebodzice,Lower Silesian Voivodeship,72,PL,Poland
Lwówek Śląski,Lower Silesian Voivodeship,72,PL,Poland
Sokołów Małopolski,Subcarpathian Voivodeship,80,PL,Poland
Tarnów,Lesser Poland Voivodeship,77,PL,Poland
Dobrodzień,Opole Voivodeship,79,PL,Poland
Wloclawek,Kujawsko-Pomorskie Voivodship,73,PL,Poland
Pruszków,Masovian Voivodeship,78,PL,Poland
Bytów,Pomeranian Voivodeship,82,PL,Poland
Kartuzy,Pomeranian Voivodeship,82,PL,Poland
Stary Sacz,Lesser Poland Voivodeship,77,PL,Poland
Mszana Dolna,Lesser Poland Voivodeship,77,PL,Poland
Bartoszyce,Warmian-Masurian Voivodeship,85,PL,Poland
Limanowa,Lesser Poland Voivodeship,77,PL,Poland
Nowa Ruda,Lower Silesian Voivodeship,72,PL,Poland
Tarnobrzeg,Subcarpathian Voivodeship,80,PL,Poland
Ozarow,Lublin Voivodeship,75,PL,Poland
Sokolow Podlaski,Masovian Voivodeship,78,PL,Poland
Aleksandrów Łódzki,Łódź Voivodeship,74,PL,Poland
Hoczew,Subcarpathian Voivodeship,80,PL,Poland
Jawor,Lower Silesian Voivodeship,72,PL,Poland
Ogrodzieniec,Silesian Voivodeship,83,PL,Poland
Rydzyna,Greater Poland Voivodeship,86,PL,Poland
Piece,Silesian Voivodeship,83,PL,Poland
Otmuchów,Opole Voivodeship,79,PL,Poland
Imielin,Silesian Voivodeship,83,PL,Poland
Przeworsk,Subcarpathian Voivodeship,80,PL,Poland
Wieluń,Łódź Voivodeship,74,PL,Poland
Goldap,Warmian-Masurian Voivodeship,85,PL,Poland
Proszówki,Lesser Poland Voivodeship,77,PL,Poland
Koźmin,Greater Poland Voivodeship,86,PL,Poland
Baranów Sandomierski,Subcarpathian Voivodeship,80,PL,Poland
Górki Wielkie,Silesian Voivodeship,83,PL,Poland
Wejherowo,Pomeranian Voivodeship,82,PL,Poland
Środa Wielkopolska,Greater Poland Voivodeship,86,PL,Poland
Mosina,Greater Poland Voivodeship,86,PL,Poland
Sieradz,Łódź Voivodeship,74,PL,Poland
Wyrzysk,Greater Poland Voivodeship,86,PL,Poland
Kamienna Góra,Lower Silesian Voivodeship,72,PL,Poland
Lubawa,Warmian-Masurian Voivodeship,85,PL,Poland
Skrzyszów,Silesian Voivodeship,83,PL,Poland
Trzebiatów,West Pomeranian Voivodeship,87,PL,Poland
Bychawa,Lublin Voivodeship,75,PL,Poland
Wojnicz,Lesser Poland Voivodeship,77,PL,Poland
Belzyce,Lublin Voivodeship,75,PL,Poland
Milówka,Lesser Poland Voivodeship,77,PL,Poland
Świdnik,Lublin Voivodeship,75,PL,Poland
Wloszakowice,Greater Poland Voivodeship,86,PL,Poland
Kampinos,Masovian Voivodeship,78,PL,Poland
Maniowy,Lesser Poland Voivodeship,77,PL,Poland
Szubin,Kujawsko-Pomorskie Voivodship,73,PL,Poland
Kraszkowice,Łódź Voivodeship,74,PL,Poland
Nowy Targ,Lesser Poland Voivodeship,77,PL,Poland
Ropczyce,Subcarpathian Voivodeship,80,PL,Poland
Biłgoraj,Lublin Voivodeship,75,PL,Poland
Wałcz,West Pomeranian Voivodeship,87,PL,Poland
Chobienia,Lower Silesian Voivodeship,72,PL,Poland
Czeszów,Lower Silesian Voivodeship,72,PL,Poland
Człuchów,Pomeranian Voivodeship,82,PL,Poland
Jelcz,Lower Silesian Voivodeship,72,PL,Poland
Węgierska Górka,Silesian Voivodeship,83,PL,Poland
Skoczów,West Pomeranian Voivodeship,87,PL,Poland
Osiek,Pomeranian Voivodeship,82,PL,Poland
Ostrołęka,Masovian Voivodeship,78,PL,Poland
Łuków,Masovian Voivodeship,78,PL,Poland
Koronowo,Kujawsko-Pomorskie Voivodship,73,PL,Poland
Grunwald,Warmian-Masurian Voivodeship,85,PL,Poland
Lędziny,Silesian Voivodeship,83,PL,Poland
Dziwnów,West Pomeranian Voivodeship,87,PL,Poland
Rewal,West Pomeranian Voivodeship,87,PL,Poland
Darłówko,West Pomeranian Voivodeship,87,PL,Poland
Jastrzębia Góra,Pomeranian Voivodeship,82,PL,Poland
Lubaczów,Subcarpathian Voivodeship,80,PL,Poland
Zambrów,Podlasie Voivodship,81,PL,Poland
Sienno,Masovian Voivodeship,78,PL,Poland
Kozienice,Masovian Voivodeship,78,PL,Poland
Wieleń,Greater Poland Voivodeship,86,PL,Poland
Złotoryja,Lower Silesian Voivodeship,72,PL,Poland
Gołuchów,Greater Poland Voivodeship,86,PL,Poland
Jędrzejów,Łódź Voivodeship,74,PL,Poland
Libiąż,Silesian Voivodeship,83,PL,Poland
Trzebnica,Lower Silesian Voivodeship,72,PL,Poland
Skwierzyna,Lesser Poland Voivodeship,77,PL,Poland
Żarów,Lower Silesian Voivodeship,72,PL,Poland
Nasielsk,Masovian Voivodeship,78,PL,Poland
Mielno,Pomeranian Voivodeship,82,PL,Poland
Trzcianka,Pomeranian Voivodeship,82,PL,Poland
Pobiedziska,Greater Poland Voivodeship,86,PL,Poland
Stegna,Masovian Voivodeship,78,PL,Poland
Masłowice,Łódź Voivodeship,74,PL,Poland
Lubrza,Lubusz Voivodship,76,PL,Poland
Zawoja,Silesian Voivodeship,83,PL,Poland
Cedynia,West Pomeranian Voivodeship,87,PL,Poland
Nowa Wieś Wiełka,Lower Silesian Voivodeship,72,PL,Poland
Gołańcz,Greater Poland Voivodeship,86,PL,Poland
Żnin,Kujawsko-Pomorskie Voivodship,73,PL,Poland
Reszel,Warmian-Masurian Voivodeship,85,PL,Poland
Syców,Greater Poland Voivodeship,86,PL,Poland
Bliżyn,Świętokrzyskie Voivodship,84,PL,Poland
Śrem,Greater Poland Voivodeship,86,PL,Poland
Kłobuck,Silesian Voivodeship,83,PL,Poland
Sława,Lubusz Voivodship,76,PL,Poland
Białobrzegi,Masovian Voivodeship,78,PL,Poland
Ozorków,Łódź Voivodeship,74,PL,Poland
Szerzyny,Lesser Poland Voivodeship,77,PL,Poland
Kościerzyn,Łódź Voivodeship,74,PL,Poland
Buczek,Łódź Voivodeship,74,PL,Poland
Czyżew,Masovian Voivodeship,78,PL,Poland
Działoszyn,Lower Silesian Voivodeship,72,PL,Poland
Ustroń,Silesian Voivodeship,83,PL,Poland
Bliżyn,Świętokrzyskie Voivodship,84,PL,Poland
Śrem,Greater Poland Voivodeship,86,PL,Poland
Kłobuck,Silesian Voivodeship,83,PL,Poland
Sława,Lubusz Voivodship,76,PL,Poland
Białobrzegi,Masovian Voivodeship,78,PL,Poland
Ozorków,Łódź Voivodeship,74,PL,Poland
Szerzyny,Lesser Poland Voivodeship,77,PL,Poland
Kościerzyn,Łódź Voivodeship,74,PL,Poland
Buczek,Łódź Voivodeship,74,PL,Poland
Czyżew,Masovian Voivodeship,78,PL,Poland
Działoszyn,Lower Silesian Voivodeship,72,PL,Poland
Ustroń,Silesian Voivodeship,83,PL,Poland
Rypin,Kujawsko-Pomorskie Voivodship,73,PL,Poland
Jedlicze,Subcarpathian Voivodeship,80,PL,Poland
Puznów Nowy,Masovian Voivodeship,78,PL,Poland
Nowe,Masovian Voivodeship,78,PL,Poland
Zarzecze,Silesian Voivodeship,83,PL,Poland
Radzanów,Świętokrzyskie Voivodship,84,PL,Poland
Praszka,Silesian Voivodeship,83,PL,Poland
Cigacice,Lubusz Voivodship,76,PL,Poland
Mońki,Podlasie Voivodship,81,PL,Poland
Nowe Miasto,Masovian Voivodeship,78,PL,Poland
Podkowa Leśna,Masovian Voivodeship,78,PL,Poland
Przeciszów,Lesser Poland Voivodeship,77,PL,Poland
Lesznowola,Masovian Voivodeship,78,PL,Poland
Nowa Wieś,Greater Poland Voivodeship,86,PL,Poland
Jeziorany,Warmian-Masurian Voivodeship,85,PL,Poland
Biszcza,Lublin Voivodeship,75,PL,Poland
Strzyżewo,Greater Poland Voivodeship,86,PL,Poland
Kuźnia Raciborska,Silesian Voivodeship,83,PL,Poland
Łosice,Lublin Voivodeship,75,PL,Poland
Wołczyn,Opole Voivodeship,79,PL,Poland
Czersk,Masovian Voivodeship,78,PL,Poland
Nowe Warpno,West Pomeranian Voivodeship,87,PL,Poland
Swiebodzin,Lesser Poland Voivodeship,77,PL,Poland
Rymanów-Zdrój,Subcarpathian Voivodeship,80,PL,Poland
Opatów,Silesian Voivodeship,83,PL,Poland
Radlin,Silesian Voivodeship,83,PL,Poland
Kórnik,Greater Poland Voivodeship,86,PL,Poland
Kęty,Silesian Voivodeship,83,PL,Poland
Kępice,Masovian Voivodeship,78,PL,Poland
Marki,Masovian Voivodeship,78,PL,Poland
Jawor,Silesian Voivodeship,83,PL,Poland
Iłów,Masovian Voivodeship,78,PL,Poland
Biały Bór,West Pomeranian Voivodeship,87,PL,Poland
Dęblin,Lublin Voivodeship,75,PL,Poland
Gorzów Śląski,Silesian Voivodeship,83,PL,Poland
Gałęzinowo,Pomeranian Voivodeship,82,PL,Poland
Ruszów,Lower Silesian Voivodeship,72,PL,Poland
Niemodlin,Opole Voivodeship,79,PL,Poland
Stary Sacz,Lesser Poland Voivodeship,77,PL,Poland
Mszana Dolna,Lesser Poland Voivodeship,77,PL,Poland
Bartoszyce,Warmian-Masurian Voivodeship,85,PL,Poland
Limanowa,Lesser Poland Voivodeship,77,PL,Poland
Nowa Ruda,Lower Silesian Voivodeship,72,PL,Poland
Tarnobrzeg,Subcarpathian Voivodeship,80,PL,Poland
Ozarow,Lublin Voivodeship,75,PL,Poland
Sokolow Podlaski,Masovian Voivodeship,78,PL,Poland
Aleksandrów Łódzki,Łódź Voivodeship,74,PL,Poland
Hoczew,Subcarpathian Voivodeship,80,PL,Poland
Jawor,Lower Silesian Voivodeship,72,PL,Poland
Ogrodzieniec,Silesian Voivodeship,83,PL,Poland
Rydzyna,Greater Poland Voivodeship,86,PL,Poland
Piece,Silesian Voivodeship,83,PL,Poland
Otmuchów,Opole Voivodeship,79,PL,Poland
Przeworsk,Subcarpathian Voivodeship,80,PL,Poland
Proszówki,Lesser Poland Voivodeship,77,PL,Poland
Koźmin,Greater Poland Voivodeship,86,PL,Poland
Baranów Sandomierski,Subcarpathian Voivodeship,80,PL,Poland
Górki Wielkie,Silesian Voivodeship,83,PL,Poland
Byczyna,Kujawsko-Pomorskie Voivodship,73,PL,Poland
Wejherowo,Pomeranian Voivodeship,82,PL,Poland
Środa Wielkopolska,Greater Poland Voivodeship,86,PL,Poland
Mosina,Greater Poland Voivodeship,86,PL,Poland
Luboń,Greater Poland Voivodeship,86,PL,Poland
Teresin,Masovian Voivodeship,78,PL,Poland
Panki,Silesian Voivodeship,83,PL,Poland
Sędziszów Małopolski,Subcarpathian Voivodeship,80,PL,Poland
Janikowo,Kujawsko-Pomorskie Voivodship,73,PL,Poland
Świeradów-Zdrój,Lower Silesian Voivodeship,72,PL,Poland
Kuźnia Raciborska,Silesian Voivodeship,83,PL,Poland
Łosice,Lublin Voivodeship,75,PL,Poland
Włocławek,Kujawsko-Pomorskie Voivodship,73,PL,Poland
Nowe Warpno,West Pomeranian Voivodeship,87,PL,Poland
Swiebodzin,Lesser Poland Voivodeship,77,PL,Poland
Rymanów-Zdrój,Subcarpathian Voivodeship,80,PL,Poland
Kórnik,Greater Poland Voivodeship,86,PL,Poland
Kęty,Silesian Voivodeship,83,PL,Poland
Kępice,Masovian Voivodeship,78,PL,Poland
Jawor,Silesian Voivodeship,83,PL,Poland
Ryn,Warmian-Masurian Voivodeship,85,PL,Poland
Siemianowice Śląskie,Silesian Voivodeship,83,PL,Poland
Krasnystaw,Lublin Voivodeship,75,PL,Poland
Kłodzko,Lower Silesian Voivodeship,72,PL,Poland
Pabianice,Łódź Voivodeship,74,PL,Poland
Bełchatów,Łódź Voivodeship,74,PL,Poland
Lublin,Lublin Voivodeship,75,PL,Poland
Szczecin,West Pomeranian Voivodeship,87,PL,Poland
Bielsko-Biała,Silesian Voivodeship,83,PL,Poland
Czeladź,Silesian Voivodeship,83,PL,Poland
Stara Kamienica,Lower Silesian Voivodeship,72,PL,Poland
Ząbki,Masovian Voivodeship,78,PL,Poland
Myślibórz,West Pomeranian Voivodeship,87,PL,Poland
Żukowo,Pomeranian Voivodeship,82,PL,Poland
Wojków,Łódź Voivodeship,74,PL,Poland
Mstów,Silesian Voivodeship,83,PL,Poland
Zduny,Łódź Voivodeship,74,PL,Poland
Rudy,Silesian Voivodeship,83,PL,Poland
Kłodawa,Lubusz Voivodship,76,PL,Poland
Sandomierz,Subcarpathian Voivodeship,80,PL,Poland
Polkowice,Opole Voivodeship,79,PL,Poland
Rzgów,Greater Poland Voivodeship,86,PL,Poland
Piekary Śląskie,Silesian Voivodeship,83,PL,Poland
Słupsk,Pomeranian Voivodeship,82,PL,Poland
Legionowo,Masovian Voivodeship,78,PL,Poland
Wołomin,Masovian Voivodeship,78,PL,Poland
Lwówek Śląski,Lower Silesian Voivodeship,72,PL,Poland
Sokołów Małopolski,Subcarpathian Voivodeship,80,PL,Poland
Tarnów,Lesser Poland Voivodeship,77,PL,Poland
Dobrodzień,Opole Voivodeship,79,PL,Poland
Wloclawek,Kujawsko-Pomorskie Voivodship,73,PL,Poland
Pruszków,Masovian Voivodeship,78,PL,Poland
Bytów,Pomeranian Voivodeship,82,PL,Poland
Kartuzy,Pomeranian Voivodeship,82,PL,Poland
Bogatynia,Lower Silesian Voivodeship,72,PL,Poland
Gostynin,Masovian Voivodeship,78,PL,Poland
Komorów,Masovian Voivodeship,78,PL,Poland
Andrychów,Silesian Voivodeship,83,PL,Poland
Kraśnik,Lublin Voivodeship,75,PL,Poland
Sucha Beskidzka,Silesian Voivodeship,83,PL,Poland
Wyszków,Masovian Voivodeship,78,PL,Poland
Brzeszcze,Silesian Voivodeship,83,PL,Poland
Raciąż,Masovian Voivodeship,78,PL,Poland
Drohiczyn,Podlasie Voivodship,81,PL,Poland
Bukowno,Lesser Poland Voivodeship,77,PL,Poland
Zakopane,Lesser Poland Voivodeship,77,PL,Poland
Wizna,Podlasie Voivodship,81,PL,Poland
Radzionków,Silesian Voivodeship,83,PL,Poland
Goleniów,West Pomeranian Voivodeship,87,PL,Poland
Przasnysz,Masovian Voivodeship,78,PL,Poland
Pyskowice,Lower Silesian Voivodeship,72,PL,Poland
Knurów,Lesser Poland Voivodeship,77,PL,Poland
Parczew,Greater Poland Voivodeship,86,PL,Poland
Ozimek,Opole Voivodeship,79,PL,Poland
Pszczyna,Silesian Voivodeship,83,PL,Poland
Świdnica,Lower Silesian Voivodeship,72,PL,Poland
Gostyn,Greater Poland Voivodeship,86,PL,Poland
Borek,Lesser Poland Voivodeship,77,PL,Poland
Kętrzyn,Warmian-Masurian Voivodeship,85,PL,Poland
Zawiercie,Silesian Voivodeship,83,PL,Poland
Puznów Nowy,Masovian Voivodeship,78,PL,Poland
Zbąszyń,Lubusz Voivodship,76,PL,Poland
Zbąszynek,Lubusz Voivodship,76,PL,Poland
Nowe,Masovian Voivodeship,78,PL,Poland
Susz,Warmian-Masurian Voivodeship,85,PL,Poland
Deszczno,Lesser Poland Voivodeship,77,PL,Poland
Skawina,Lesser Poland Voivodeship,77,PL,Poland
Ląd,Greater Poland Voivodeship,86,PL,Poland
Czeremcha,Podlasie Voivodship,81,PL,Poland
Łopuszna,Lesser Poland Voivodeship,77,PL,Poland
Domeck,Opole Voivodeship,79,PL,Poland
Byczyna,Opole Voivodeship,79,PL,Poland
Białka,Lesser Poland Voivodeship,77,PL,Poland
Borne Sulinowo,West Pomeranian Voivodeship,87,PL,Poland
Morzyczyn,Greater Poland Voivodeship,86,PL,Poland
Nowy Wiśnicz,Lesser Poland Voivodeship,77,PL,Poland
Skoki,Greater Poland Voivodeship,86,PL,Poland
Sokółka,Podlasie Voivodship,81,PL,Poland
Rypin,Kujawsko-Pomorskie Voivodship,73,PL,Poland
Pietna,Opole Voivodeship,79,PL,Poland
Kosakowo,Pomeranian Voivodeship,82,PL,Poland
Wschowa,Greater Poland Voivodeship,86,PL,Poland
Mirosławiec,West Pomeranian Voivodeship,87,PL,Poland
Złoty Potok,Silesian Voivodeship,83,PL,Poland
Pieńsk,Lower Silesian Voivodeship,72,PL,Poland
Łagów,Lubusz Voivodship,76,PL,Poland
Lubawka,Lower Silesian Voivodeship,72,PL,Poland
Sopoty,Warmian-Masurian Voivodeship,85,PL,Poland
Gryfów Śląski,Lower Silesian Voivodeship,72,PL,Poland
Wielgowo,West Pomeranian Voivodeship,87,PL,Poland
Resko,West Pomeranian Voivodeship,87,PL,Poland
Olsztynek,Warmian-Masurian Voivodeship,85,PL,Poland
Mońki,Podlasie Voivodship,81,PL,Poland
Nowe Miasto,Masovian Voivodeship,78,PL,Poland
Ciechanowiec,Podlasie Voivodship,81,PL,Poland
Golczewo,West Pomeranian Voivodeship,87,PL,Poland
Złotoria,Podlasie Voivodship,81,PL,Poland
Lesznowola,Masovian Voivodeship,78,PL,Poland
Nowa Wieś,Greater Poland Voivodeship,86,PL,Poland
Jeziorany,Warmian-Masurian Voivodeship,85,PL,Poland
Strzyżewo,Greater Poland Voivodeship,86,PL,Poland
Kiekrz,Greater Poland Voivodeship,86,PL,Poland
Sułomino,West Pomeranian Voivodeship,87,PL,Poland
Cabo Rojo,San Juan,00,PR,Puerto Rico
Gurabo,San Juan,00,PR,Puerto Rico
Toa Baja,San Juan,00,PR,Puerto Rico
Aguadilla,San Juan,00,PR,Puerto Rico
Vega Baja,San Juan,00,PR,Puerto Rico
Caguas,San Juan,00,PR,Puerto Rico
Mayagüez,San Juan,00,PR,Puerto Rico
Orocovis,San Juan,00,PR,Puerto Rico
San Juan,San Juan,00,PR,Puerto Rico
Fajardo,San Juan,00,PR,Puerto Rico
Guaynabo,San Juan,00,PR,Puerto Rico
Quebradillas,San Juan,00,PR,Puerto Rico
Isabela,San Juan,00,PR,Puerto Rico
Arroyo,San Juan,00,PR,Puerto Rico
Naranjito,San Juan,00,PR,Puerto Rico
Carolina,San Juan,00,PR,Puerto Rico
Aguada,San Juan,00,PR,Puerto Rico
Vega Baja Municipio,San Juan,00,PR,Puerto Rico
Manatí,San Juan,00,PR,Puerto Rico
Las Piedras,San Juan,00,PR,Puerto Rico
Río Piedras,San Juan,00,PR,Puerto Rico
Isla Verde,San Juan,00,PR,Puerto Rico
Aibonito,San Juan,00,PR,Puerto Rico
Humacao,San Juan,00,PR,Puerto Rico
Dorado,San Juan,00,PR,Puerto Rico
Rio Mar Beach Resort & Spa,San Juan,00,PR,Puerto Rico
Yabucoa,San Juan,00,PR,Puerto Rico
Ponce,San Juan,00,PR,Puerto Rico
Cayey,San Juan,00,PR,Puerto Rico
Cataño,San Juan,00,PR,Puerto Rico
San Sebastián,San Juan,00,PR,Puerto Rico
Moca,San Juan,00,PR,Puerto Rico
Coamo,San Juan,00,PR,Puerto Rico
Hatillo,San Juan,00,PR,Puerto Rico
Bayamon,San Juan,00,PR,Puerto Rico
Bayamón,San Juan,00,PR,Puerto Rico
Ramallah,West Bank,WE,PS,Palestine
Shechem,West Bank,WE,PS,Palestine
‘Askar al Balad,West Bank,WE,PS,Palestine
Miẕpé Shalem,West Bank,WE,PS,Palestine
Castanheira,Leiria,13,PT,Portugal
Poceirão,Setúbal,19,PT,Portugal
Arganil,Coimbra,07,PT,Portugal
Terceira (Azoren),Azores,23,PT,Portugal
Tróia,Setúbal,19,PT,Portugal
Funchal,Madeira,10,PT,Portugal
Castelo de Paiva,Aveiro,02,PT,Portugal
Maceda,Aveiro,02,PT,Portugal
Praia de Mira,Coimbra,07,PT,Portugal
Cacilhas,Lisbon,14,PT,Portugal
Moita,Aveiro,02,PT,Portugal
Praia Fonte da Telha,Setúbal,19,PT,Portugal
Coruche,Santarém,18,PT,Portugal
Vila Nogueira de Azeitão,Setúbal,19,PT,Portugal
The Algarve,Faro,09,PT,Portugal
Soure,Coimbra,07,PT,Portugal
Moita,Setúbal,19,PT,Portugal
Mértola,Beja,03,PT,Portugal
Outeiro de Pisões,Leiria,13,PT,Portugal
Beato,Lisbon,14,PT,Portugal
Belmonte,Castelo Branco,06,PT,Portugal
Aljezur,Faro,09,PT,Portugal
Gondomar,Porto,17,PT,Portugal
Santa Marta,Lisbon,14,PT,Portugal
Corvo,Azores,23,PT,Portugal
Ermesinde,Porto,17,PT,Portugal
Évora,Évora,08,PT,Portugal
Quinta do Anjo,Setúbal,19,PT,Portugal
Glória do Ribatejo,Santarém,18,PT,Portugal
Ribeira Grande,Azores,23,PT,Portugal
Gafanha da Boa Hora,Aveiro,02,PT,Portugal
Sosa,Aveiro,02,PT,Portugal
Lobão,Braga,04,PT,Portugal
Trofa,Porto,17,PT,Portugal
Lajes,Azores,23,PT,Portugal
Alpiarça,Santarém,18,PT,Portugal
Castelo Branco,Castelo Branco,06,PT,Portugal
Pedrógão,Leiria,13,PT,Portugal
Vilar de Maçada,Vila Real,21,PT,Portugal
Bobadela,Lisbon,14,PT,Portugal
Venda do Pinheiro,Lisbon,14,PT,Portugal
Angra do Heroísmo,Azores,23,PT,Portugal
Meia Via,Santarém,18,PT,Portugal
Vizela,Braga,04,PT,Portugal
Mondim de Basto,Vila Real,21,PT,Portugal
Estói,Faro,09,PT,Portugal
Guia,Faro,09,PT,Portugal
Alenquer,Lisbon,14,PT,Portugal
Alpedrinha,Castelo Branco,06,PT,Portugal
Estói,Faro,09,PT,Portugal
Alpedrinha,Castelo Branco,06,PT,Portugal
Valongo,Porto,17,PT,Portugal
Bobadela,Lisbon,14,PT,Portugal
Samora Correia,Santarém,18,PT,Portugal
Recardãis,Aveiro,02,PT,Portugal
Crato,Portalegre,16,PT,Portugal
Arcos de Valdevez,Viana do Castelo,20,PT,Portugal
Lumiar,Lisbon,14,PT,Portugal
Cantanhede,Coimbra,07,PT,Portugal
Loures,Lisbon,14,PT,Portugal
Sines,Setúbal,19,PT,Portugal
Odemira,Beja,03,PT,Portugal
Olhão,Faro,09,PT,Portugal
Mortágua,Viseu,22,PT,Portugal
Ponta Delgada,Azores,23,PT,Portugal
Vila Nova de Gaia,Porto,17,PT,Portugal
Sacavém,Lisbon,14,PT,Portugal
Barreiro,Setúbal,19,PT,Portugal
Santarém,Santarém,18,PT,Portugal
Castelo Branco,Azores,23,PT,Portugal
Senhora da Hora,Porto,17,PT,Portugal
Oliveira do Bairro,Aveiro,02,PT,Portugal
São Pedro do Sul,Viseu,22,PT,Portugal
Praia da Vitória,Azores,23,PT,Portugal
Águeda,Aveiro,02,PT,Portugal
Recarei,Porto,17,PT,Portugal
Caldas das Taipas,Braga,04,PT,Portugal
Sanfins do Douro,Vila Real,21,PT,Portugal
Sardoal,Santarém,18,PT,Portugal
Funchal,Viana do Castelo,20,PT,Portugal
Província do Minho,Portugal (general),00,PT,Portugal
Lousada,Porto,17,PT,Portugal
Marinha Grande,Leiria,13,PT,Portugal
Tramagal,Santarém,18,PT,Portugal
Arruda dos Vinhos,Lisbon,14,PT,Portugal
Carcavelos,Lisbon,14,PT,Portugal
Viseu,Viseu,22,PT,Portugal
Covilha,Castelo Branco,06,PT,Portugal
Esmoriz,Aveiro,02,PT,Portugal
Dos Anjos,Lisbon,14,PT,Portugal
Póvoa de Lisboa,Viseu,22,PT,Portugal
Cascais,Lisbon,14,PT,Portugal
Lisbon,Lisbon,14,PT,Portugal
Torres Novas,Santarém,18,PT,Portugal
Portalegre,Portalegre,16,PT,Portugal
Vila Nova de Gaia,Viana do Castelo,20,PT,Portugal
Famalicão,Guarda,11,PT,Portugal
Braga,Braga,04,PT,Portugal
Vilar de Mouros,Viana do Castelo,20,PT,Portugal
Fundão,Castelo Branco,06,PT,Portugal
Moita,Viana do Castelo,20,PT,Portugal
Idanha-a-Nova,Castelo Branco,06,PT,Portugal
Vila de Porto Santo,Madeira,10,PT,Portugal
Trofa,Porto,17,PT,Portugal
Lajes,Azores,23,PT,Portugal
Corvo,Azores,23,PT,Portugal
Ermesinde,Porto,17,PT,Portugal
Castanheira,Leiria,13,PT,Portugal
Maceda,Aveiro,02,PT,Portugal
Marco de Canaveses,Porto,17,PT,Portugal
Distrito de Viseu,Viseu,22,PT,Portugal
Sobreda,Setúbal,19,PT,Portugal
Charneca,Setúbal,19,PT,Portugal
Pindelo dos Milagres,Viseu,22,PT,Portugal
Bustos,Aveiro,02,PT,Portugal
Lousã,Coimbra,07,PT,Portugal
Carvoeiro,Faro,09,PT,Portugal
Vila Franca do Campo,Azores,23,PT,Portugal
Algés,Lisbon,14,PT,Portugal
Coimbrão,Leiria,13,PT,Portugal
Campolide,Lisbon,14,PT,Portugal
Zambujeira,Beja,03,PT,Portugal
Fafe,Braga,04,PT,Portugal
Benavente,Santarém,18,PT,Portugal
Calheta,Madeira,10,PT,Portugal
Pechão,Faro,09,PT,Portugal
Grândola,Setúbal,19,PT,Portugal
Santo Tirso,Porto,17,PT,Portugal
Seixal,Setúbal,19,PT,Portugal
Vila do Conde,Porto,17,PT,Portugal
Maceira,Leiria,13,PT,Portugal
Cacém,Lisbon,14,PT,Portugal
Olhos de Água,Faro,09,PT,Portugal
Boliqueime,Faro,09,PT,Portugal
Trancoso,Guarda,11,PT,Portugal
Lourinhã,Lisbon,14,PT,Portugal
Vila Viçosa,Évora,08,PT,Portugal
Odivelas,Lisbon,14,PT,Portugal
Serpa,Beja,03,PT,Portugal
São Jorge Island,Azores,23,PT,Portugal
Portel,Évora,08,PT,Portugal
Amares,Braga,04,PT,Portugal
Parchal,Faro,09,PT,Portugal
Adaúfe,Braga,04,PT,Portugal
Barra,Aveiro,02,PT,Portugal
Alfragide,Lisbon,14,PT,Portugal
Quarteira,Faro,09,PT,Portugal
Cabo Ruivo,Lisbon,14,PT,Portugal
Rio de Moinhos,Beja,03,PT,Portugal
Bairro do Alto da Ajuda,Lisbon,14,PT,Portugal
Amoreira,Faro,09,PT,Portugal
Macieira de Cambra,Aveiro,02,PT,Portugal
Queluz de Baixo,Lisbon,14,PT,Portugal
Panóias,Braga,04,PT,Portugal
Casais de São Lourenço,Lisbon,14,PT,Portugal
Baltar,Porto,17,PT,Portugal
Tavira,Faro,09,PT,Portugal
Perola do Algarve,Faro,09,PT,Portugal
Ponta da Azinhaga,Lisbon,14,PT,Portugal
Alverca,Lisbon,14,PT,Portugal
São Martinho do Porto,Leiria,13,PT,Portugal
Cais do Sodré,Lisbon,14,PT,Portugal
Póvoa,Leiria,13,PT,Portugal
São João da Madeira,Aveiro,02,PT,Portugal
Murteira,Lisbon,14,PT,Portugal
Lamego,Viseu,22,PT,Portugal
Santo Aleixo de Além Tamega,Vila Real,21,PT,Portugal
Vale do Lobo,Faro,09,PT,Portugal
Cortegaça,Aveiro,02,PT,Portugal
